Flight_Number,Departure,Arrival,Departure_Time,Arrival_Time,Airline_Name,Plane_Type,Status
3885,KHI,BHV,2020-12-03 02:13:58,2020-12-03 04:36:07,Singapore Airlines,Air-Bus,On-time
3886,GIL,LHE,2021-01-01 18:49:37,2021-01-02 10:02:49,United Airlines,Air-Bus,On-time
3889,BHV,GRT,2020-12-21 21:33:38,2020-12-22 08:32:06,American Airlines,Air-Bus,On-time
3890,GWD,KHI,2021-01-09 05:12:11,2021-01-09 09:31:52,United Airlines,Air-Bus,On-time
3891,ISB,UET,2021-01-04 07:50:17,2021-01-04 21:43:12,Pia,Air-Bus,On-time
3892,GRT,ISB,2021-01-01 02:06:40,2021-01-01 11:27:06,EVA Air,Air-Bus,On-time
3893,UET,KHI,2020-12-14 00:46:33,2020-12-14 05:05:08,IndiGo,Air-Bus,On-time
3894,BHV,BHV,2021-01-26 14:33:51,2021-01-26 18:46:16,Pia,Air-Bus,On-time
3895,BHV,ISB,2021-01-07 00:38:30,2021-01-07 03:54:24,Air Blue,Air-Bus,On-time
3896,LHE,GWD,2020-12-31 14:57:10,2021-01-01 06:07:54,IndiGo,Air-Bus,On-time
3897,BHV,UET,2021-01-01 03:02:30,2021-01-01 14:49:54,EVA Air,Air-Bus,On-time
3899,BHV,GIL,2020-12-05 01:43:54,2020-12-05 09:40:43,Virgin Austrailia,Air-Bus,On-time
3901,KHI,GIL,2020-12-15 17:22:02,2020-12-16 05:41:12,Etihad Airways,Air-Bus,On-time
3903,GWD,PEW,2020-12-23 08:03:15,2020-12-24 01:41:05,Singapore Airlines,Air-Bus,On-time
3904,GRT,GWD,2020-12-23 11:02:04,2020-12-24 09:44:01,Gulf Air,Air-Bus,On-time
3907,GRT,GWD,2021-01-02 04:35:31,2021-01-02 22:19:06,Fly Dubai,Air-Bus,On-time
3908,GIL,GIL,2020-12-03 23:24:58,2020-12-04 03:06:58,Pia,Air-Bus,On-time
3909,GIL,GRT,2021-01-18 21:08:28,2021-01-19 10:33:50,EVA Air,Air-Bus,On-time
391,LHE,PEW,2021-01-17 10:06:44,2021-01-17 14:13:47,IndiGo,Air-Bus,On-time
3912,MUX,LHE,2021-01-25 07:03:43,2021-01-26 04:05:37,Qatar Airways,Air-Bus,On-time
3914,GRT,ISB,2020-12-01 09:33:24,2020-12-02 06:38:15,Air China,Air-Bus,On-time
3915,ISB,LHE,2020-12-04 09:38:25,2020-12-05 02:12:45,IndiGo,Air-Bus,On-time
3917,GRT,KHI,2020-12-06 19:43:34,2020-12-07 02:20:09,Air Blue,Air-Bus,On-time
3918,PEW,BHV,2020-12-30 08:01:45,2020-12-31 06:49:21,Singapore Airlines,Air-Bus,On-time
392,ISB,KHI,2020-12-09 16:34:00,2020-12-10 14:38:29,Virgin Austrailia,Air-Bus,On-time
3920,KHI,KHI,2020-12-22 03:47:04,2020-12-22 13:46:19,Serene Airways,Air-Bus,On-time
3923,GIL,LHE,2020-12-08 20:43:44,2020-12-09 06:48:42,Virgin Austrailia,Air-Bus,On-time
3924,GWD,MUX,2021-01-28 14:49:57,2021-01-29 06:22:51,Gulf Air,Air-Bus,On-time
3926,MUX,ISB,2021-01-10 03:43:49,2021-01-10 20:56:28,Air Blue,Air-Bus,On-time
3928,UET,ISB,2020-12-11 16:43:16,2020-12-12 10:18:46,American Airlines,Air-Bus,On-time
3935,KHI,PEW,2021-01-19 23:21:43,2021-01-20 20:37:07,American Airlines,Air-Bus,On-time
3938,GIL,PEW,2020-12-26 02:42:07,2020-12-27 00:25:30,EVA Air,Air-Bus,On-time
394,GRT,KHI,2020-11-30 14:42:45,2020-12-01 03:18:46,Virgin Austrailia,Air-Bus,On-time
3940,GWD,LHE,2020-12-22 11:24:07,2020-12-23 03:25:07,American Airlines,Air-Bus,On-time
3943,LHE,UET,2020-12-05 01:23:02,2020-12-05 05:08:04,Air France,Air-Bus,On-time
3944,GRT,GRT,2020-12-18 11:44:29,2020-12-18 20:02:06,Air Canada,Air-Bus,On-time
3946,GIL,PEW,2020-12-29 20:55:24,2020-12-30 03:58:52,British Airways,Air-Bus,On-time
3948,MUX,LHE,2021-01-22 13:50:05,2021-01-22 19:03:17,Air China,Air-Bus,On-time
3949,UET,GWD,2020-12-20 13:35:53,2020-12-21 09:40:42,Pia,Air-Bus,On-time
395,UET,UET,2021-01-24 05:02:51,2021-01-24 17:31:55,Air China,Air-Bus,On-time
3950,KHI,GWD,2020-12-09 07:59:48,2020-12-10 01:54:16,Etihad Airways,Air-Bus,On-time
3954,PEW,KHI,2020-12-09 11:06:03,2020-12-10 03:03:55,Qatar Airways,Air-Bus,On-time
3958,ISB,LHE,2021-01-10 07:29:18,2021-01-10 18:23:55,Emirates,Air-Bus,On-time
3959,LHE,MUX,2021-01-30 04:30:15,2021-01-30 09:27:02,Etihad Airways,Air-Bus,On-time
396,GRT,GIL,2020-12-14 17:45:26,2020-12-14 22:20:43,United Airlines,Air-Bus,On-time
3961,UET,GWD,2020-12-11 03:19:43,2020-12-11 16:21:07,Pia,Air-Bus,On-time
3962,UET,MUX,2020-12-31 03:59:01,2020-12-31 17:50:38,British Airways,Air-Bus,On-time
3969,PEW,GIL,2021-01-27 18:36:40,2021-01-28 18:02:01,Etihad Airways,Air-Bus,On-time
3970,UET,KHI,2021-01-03 14:56:01,2021-01-04 13:26:47,Air China,Air-Bus,On-time
3972,GIL,UET,2021-01-10 22:59:08,2021-01-11 21:36:12,Gulf Air,Air-Bus,On-time
3973,LHE,KHI,2021-01-01 05:44:55,2021-01-01 11:23:13,Virgin Austrailia,Air-Bus,On-time
3975,UET,ISB,2020-12-16 17:18:18,2020-12-17 00:57:44,Etihad Airways,Air-Bus,On-time
3976,LHE,LHE,2020-12-06 22:39:41,2020-12-07 03:08:26,Fly Dubai,Air-Bus,On-time
3978,GWD,GRT,2021-01-16 01:41:35,2021-01-16 11:31:34,American Airlines,Air-Bus,On-time
398,GRT,GRT,2021-01-20 21:56:01,2021-01-21 07:57:25,Etihad Airways,Air-Bus,On-time
3980,PEW,ISB,2021-01-22 06:03:47,2021-01-22 23:24:40,Air Blue,Air-Bus,On-time
3981,ISB,UET,2020-12-13 05:49:27,2020-12-14 00:58:20,American Airlines,Air-Bus,On-time
3982,BHV,UET,2021-01-27 15:10:34,2021-01-28 09:43:50,Virgin Austrailia,Air-Bus,On-time
3984,LHE,GIL,2020-12-17 06:31:02,2020-12-18 02:44:59,Gulf Air,Air-Bus,On-time
3985,GRT,UET,2021-01-14 00:35:53,2021-01-14 14:13:13,EVA Air,Air-Bus,On-time
3986,MUX,UET,2020-12-30 13:01:27,2020-12-31 00:34:25,United Airlines,Air-Bus,On-time
3989,LHE,PEW,2020-12-13 21:48:14,2020-12-14 00:47:28,Virgin Austrailia,Air-Bus,On-time
3991,BHV,UET,2020-12-08 18:18:33,2020-12-08 23:34:14,Turkish Airlines,Air-Bus,On-time
3996,KHI,KHI,2020-12-03 19:31:30,2020-12-04 10:17:01,Air Blue,Air-Bus,On-time
40,LHE,ISB,2021-01-07 09:27:14,2021-01-07 22:51:04,Air Canada,Air-Bus,On-time
4000,KHI,GIL,2020-12-12 18:12:29,2020-12-13 12:31:43,Turkish Airlines,Air-Bus,On-time
4003,GIL,PEW,2020-12-25 19:08:23,2020-12-26 05:31:21,Virgin Austrailia,Air-Bus,On-time
4004,PEW,ISB,2021-01-29 06:41:39,2021-01-29 16:10:03,Serene Airways,Air-Bus,On-time
4005,GRT,GWD,2020-12-15 05:25:13,2020-12-15 22:53:58,American Airlines,Air-Bus,On-time
4006,MUX,ISB,2021-01-18 18:04:19,2021-01-19 04:42:57,Emirates,Air-Bus,On-time
4007,GRT,BHV,2020-12-31 11:44:54,2021-01-01 00:41:42,Turkish Airlines,Air-Bus,On-time
4008,LHE,GRT,2021-01-14 16:14:59,2021-01-14 20:58:16,Etihad Airways,Air-Bus,On-time
401,MUX,MUX,2021-01-15 10:58:36,2021-01-16 10:00:39,Qatar Airways,Air-Bus,On-time
4010,PEW,KHI,2021-01-26 06:45:25,2021-01-26 17:19:22,Etihad Airways,Air-Bus,On-time
4011,LHE,UET,2021-01-21 15:25:13,2021-01-22 12:48:12,Etihad Airways,Air-Bus,On-time
4012,BHV,GRT,2020-12-24 09:04:37,2020-12-24 13:46:33,Air Canada,Air-Bus,On-time
4014,GWD,PEW,2021-01-17 10:52:05,2021-01-17 14:13:21,Etihad Airways,Air-Bus,On-time
4015,MUX,MUX,2021-01-20 12:38:50,2021-01-21 10:15:23,Air Blue,Air-Bus,On-time
4016,GRT,LHE,2021-01-14 21:01:30,2021-01-15 15:51:59,Emirates,Air-Bus,On-time
4019,GRT,ISB,2021-01-20 13:07:13,2021-01-21 06:34:01,Qatar Airways,Air-Bus,On-time
402,GRT,GRT,2020-12-12 20:39:01,2020-12-13 10:53:13,Singapore Airlines,Air-Bus,On-time
4021,LHE,LHE,2021-01-07 10:43:39,2021-01-07 13:23:56,Singapore Airlines,Air-Bus,On-time
4025,GRT,GWD,2020-12-27 07:10:56,2020-12-28 03:54:12,Fly Dubai,Air-Bus,On-time
4026,MUX,ISB,2020-12-20 17:03:11,2020-12-21 05:29:52,Thai Airways,Air-Bus,On-time
4027,GIL,GIL,2020-12-17 18:25:21,2020-12-18 10:51:18,Turkish Airlines,Air-Bus,On-time
4028,GWD,ISB,2020-12-17 22:26:46,2020-12-18 12:11:53,Etihad Airways,Air-Bus,On-time
4029,UET,GRT,2021-01-05 01:31:26,2021-01-06 00:40:40,Fly Dubai,Air-Bus,On-time
403,PEW,GWD,2020-12-07 14:07:19,2020-12-07 18:25:56,United Airlines,Air-Bus,On-time
4032,LHE,BHV,2021-01-14 04:32:15,2021-01-15 00:56:13,Virgin Austrailia,Air-Bus,On-time
4037,BHV,KHI,2020-12-04 11:06:53,2020-12-04 20:52:32,Virgin Austrailia,Air-Bus,On-time
4043,BHV,GRT,2021-01-11 06:57:15,2021-01-11 12:49:21,Thai Airways,Air-Bus,On-time
4047,UET,GWD,2021-01-22 09:13:31,2021-01-22 19:38:58,American Airlines,Air-Bus,On-time
4049,GRT,PEW,2020-12-16 10:06:28,2020-12-17 05:30:09,Thai Airways,Air-Bus,On-time
4050,BHV,GIL,2020-12-23 02:55:08,2020-12-23 21:38:29,Fly Dubai,Air-Bus,On-time
4051,BHV,PEW,2020-12-09 19:40:42,2020-12-09 23:00:35,EVA Air,Air-Bus,On-time
4054,GWD,GWD,2021-01-02 20:06:08,2021-01-03 05:39:23,Air Canada,Air-Bus,On-time
4056,UET,GRT,2020-12-08 11:30:22,2020-12-09 10:35:24,Virgin Austrailia,Air-Bus,On-time
406,GIL,GWD,2020-12-24 13:11:06,2020-12-25 06:29:13,Air China,Air-Bus,On-time
4060,PEW,GWD,2021-01-16 10:06:45,2021-01-16 19:04:53,Pia,Air-Bus,On-time
4061,GIL,GIL,2020-12-05 18:52:50,2020-12-06 12:04:27,Gulf Air,Air-Bus,On-time
4064,BHV,KHI,2021-01-02 01:33:49,2021-01-02 19:41:30,Gulf Air,Air-Bus,On-time
4065,BHV,UET,2020-12-01 13:37:03,2020-12-01 18:30:02,EVA Air,Air-Bus,On-time
4070,MUX,GRT,2021-01-13 22:04:57,2021-01-14 08:23:54,Air Blue,Air-Bus,On-time
4071,GWD,BHV,2020-12-27 00:05:15,2020-12-27 15:33:45,British Airways,Air-Bus,On-time
4076,PEW,GRT,2020-12-18 19:09:49,2020-12-19 18:03:32,Thai Airways,Air-Bus,On-time
4079,UET,ISB,2021-01-12 15:19:58,2021-01-12 23:39:34,Air France,Air-Bus,On-time
4080,PEW,UET,2021-01-20 17:54:54,2021-01-20 20:43:05,IndiGo,Air-Bus,On-time
4083,UET,GWD,2020-12-05 13:15:15,2020-12-05 17:58:24,Fly Dubai,Air-Bus,On-time
4086,LHE,UET,2020-12-11 22:40:33,2020-12-12 02:44:32,Air France,Air-Bus,On-time
4089,KHI,ISB,2021-01-23 04:59:50,2021-01-23 21:49:51,Qatar Airways,Air-Bus,On-time
4091,PEW,LHE,2021-01-22 02:42:22,2021-01-22 06:44:08,EVA Air,Air-Bus,On-time
4093,ISB,MUX,2021-01-24 18:42:49,2021-01-25 03:20:40,Etihad Airways,Air-Bus,On-time
4094,KHI,BHV,2020-12-16 09:25:10,2020-12-16 14:34:08,British Airways,Air-Bus,On-time
4095,LHE,PEW,2020-12-23 15:10:36,2020-12-24 03:57:46,Emirates,Air-Bus,On-time
4096,GWD,PEW,2021-01-09 01:54:47,2021-01-09 07:27:17,British Airways,Air-Bus,On-time
4097,KHI,GIL,2021-01-21 16:29:37,2021-01-22 01:46:49,Virgin Austrailia,Air-Bus,On-time
4098,PEW,BHV,2020-12-20 08:31:12,2020-12-20 20:18:51,Qatar Airways,Air-Bus,On-time
4100,ISB,UET,2020-12-24 14:59:19,2020-12-24 20:31:48,Turkish Airlines,Air-Bus,On-time
4101,BHV,MUX,2021-01-27 01:58:25,2021-01-27 04:05:38,United Airlines,Air-Bus,On-time
4104,GIL,UET,2020-12-14 11:01:04,2020-12-15 09:23:27,Air France,Air-Bus,On-time
4108,PEW,KHI,2021-01-15 02:00:22,2021-01-15 13:11:09,Qatar Airways,Air-Bus,On-time
4109,GRT,LHE,2020-12-09 12:39:07,2020-12-10 08:17:28,Air China,Air-Bus,On-time
4110,PEW,LHE,2020-12-21 09:29:34,2020-12-21 12:44:02,Air France,Air-Bus,On-time
4111,PEW,GRT,2021-01-25 08:27:20,2021-01-25 19:18:12,Air Blue,Air-Bus,On-time
4116,LHE,GRT,2020-12-29 20:51:40,2020-12-30 19:36:31,IndiGo,Air-Bus,On-time
4117,MUX,GIL,2020-12-30 20:08:53,2020-12-31 01:28:09,Air France,Air-Bus,On-time
4119,UET,LHE,2021-01-17 03:09:02,2021-01-17 09:57:57,Emirates,Air-Bus,On-time
4124,LHE,BHV,2020-12-01 20:58:49,2020-12-02 11:58:19,Emirates,Air-Bus,On-time
4126,GRT,BHV,2021-01-01 01:13:54,2021-01-01 05:05:59,Turkish Airlines,Air-Bus,On-time
4128,MUX,UET,2020-12-19 08:30:54,2020-12-19 12:12:42,Pia,Air-Bus,On-time
4132,GIL,MUX,2020-12-30 05:44:32,2020-12-30 11:42:00,Pia,Air-Bus,On-time
4136,KHI,LHE,2021-01-21 20:26:08,2021-01-22 17:48:38,EVA Air,Air-Bus,On-time
4137,UET,PEW,2021-01-05 09:21:35,2021-01-06 09:06:27,British Airways,Air-Bus,On-time
414,KHI,GIL,2021-01-04 05:47:07,2021-01-05 01:00:07,Singapore Airlines,Air-Bus,On-time
4141,BHV,PEW,2020-12-02 07:29:10,2020-12-02 16:44:32,American Airlines,Air-Bus,On-time
4142,GWD,KHI,2020-12-25 22:04:34,2020-12-26 20:26:49,Serene Airways,Air-Bus,On-time
4143,BHV,GWD,2021-01-03 00:43:41,2021-01-03 08:47:28,Fly Dubai,Air-Bus,On-time
4144,UET,MUX,2020-12-31 17:28:52,2021-01-01 14:58:16,British Airways,Air-Bus,On-time
4145,LHE,GRT,2021-01-10 19:58:16,2021-01-11 07:55:10,American Airlines,Air-Bus,On-time
4146,GRT,MUX,2020-12-16 05:05:02,2020-12-16 12:59:18,Virgin Austrailia,Air-Bus,On-time
4147,UET,GRT,2020-12-13 11:26:52,2020-12-14 07:42:31,Etihad Airways,Air-Bus,On-time
4149,GRT,MUX,2021-01-11 05:46:02,2021-01-12 01:06:31,Fly Dubai,Air-Bus,On-time
4156,GWD,PEW,2020-12-20 01:57:50,2020-12-20 12:35:04,Singapore Airlines,Air-Bus,On-time
4158,KHI,GRT,2021-01-16 17:49:41,2021-01-17 05:33:59,Air Canada,Air-Bus,On-time
4159,MUX,KHI,2020-12-08 23:43:40,2020-12-09 18:02:11,United Airlines,Air-Bus,On-time
416,MUX,PEW,2020-12-30 08:47:14,2020-12-30 23:43:21,Air Canada,Air-Bus,On-time
4161,GIL,LHE,2020-12-21 19:21:14,2020-12-22 02:58:22,Qatar Airways,Air-Bus,On-time
4163,UET,KHI,2020-12-02 02:30:17,2020-12-03 02:02:31,British Airways,Air-Bus,On-time
4164,BHV,PEW,2020-12-25 07:43:41,2020-12-25 15:07:59,Qatar Airways,Air-Bus,On-time
4165,UET,GIL,2020-12-12 13:42:40,2020-12-13 00:31:36,Air Blue,Air-Bus,On-time
4166,LHE,GIL,2020-12-26 17:59:19,2020-12-26 20:47:30,Virgin Austrailia,Air-Bus,On-time
4168,MUX,ISB,2021-01-01 23:49:16,2021-01-02 05:18:26,Air China,Air-Bus,On-time
417,UET,GIL,2020-12-11 12:23:02,2020-12-12 09:48:50,Air Blue,Air-Bus,On-time
4172,BHV,BHV,2020-12-19 11:46:10,2020-12-19 17:41:38,Virgin Austrailia,Air-Bus,On-time
4173,PEW,BHV,2021-01-08 06:36:10,2021-01-09 03:37:29,Air Canada,Air-Bus,On-time
4174,GRT,ISB,2020-12-24 23:10:36,2020-12-25 11:10:35,Gulf Air,Air-Bus,On-time
4175,GIL,GRT,2020-12-30 19:01:19,2020-12-31 05:25:28,EVA Air,Air-Bus,On-time
418,LHE,UET,2021-01-27 17:38:47,2021-01-28 06:49:22,Thai Airways,Air-Bus,On-time
4181,MUX,UET,2021-01-20 07:57:13,2021-01-20 13:37:34,IndiGo,Air-Bus,On-time
4186,MUX,UET,2020-12-29 08:13:11,2020-12-30 04:52:46,Air Canada,Air-Bus,On-time
4187,PEW,LHE,2021-01-20 00:29:24,2021-01-20 17:58:31,United Airlines,Air-Bus,On-time
419,ISB,KHI,2020-12-20 03:14:42,2020-12-21 02:50:09,EVA Air,Air-Bus,On-time
4190,GIL,GWD,2020-12-27 00:33:05,2020-12-27 07:46:39,Air Blue,Air-Bus,On-time
4192,KHI,KHI,2020-12-09 16:12:48,2020-12-10 14:53:18,Air Blue,Air-Bus,On-time
4195,PEW,KHI,2021-01-20 04:21:07,2021-01-21 01:04:25,Etihad Airways,Air-Bus,On-time
4196,GRT,PEW,2021-01-21 23:07:22,2021-01-22 17:31:09,Air France,Air-Bus,On-time
4197,ISB,MUX,2020-12-14 09:49:14,2020-12-15 08:49:49,Turkish Airlines,Air-Bus,On-time
42,UET,GRT,2021-01-02 11:22:37,2021-01-02 20:36:56,Pia,Air-Bus,On-time
420,BHV,GRT,2020-12-15 14:06:15,2020-12-15 22:24:35,Air France,Air-Bus,On-time
4200,GIL,PEW,2020-12-01 17:04:51,2020-12-02 02:31:21,Serene Airways,Air-Bus,On-time
4201,GRT,LHE,2021-01-19 00:36:35,2021-01-19 11:39:27,Gulf Air,Air-Bus,On-time
4204,KHI,BHV,2020-12-07 03:27:31,2020-12-07 11:22:04,Air Canada,Air-Bus,On-time
4206,GIL,KHI,2021-01-27 01:35:04,2021-01-28 01:25:06,Pia,Air-Bus,On-time
4207,ISB,GWD,2020-12-31 07:33:33,2021-01-01 04:31:01,Air Blue,Air-Bus,On-time
4208,PEW,LHE,2020-12-19 03:14:36,2020-12-19 09:05:39,Thai Airways,Air-Bus,On-time
4210,ISB,KHI,2020-12-20 22:29:03,2020-12-21 07:45:23,Etihad Airways,Air-Bus,On-time
4211,PEW,GRT,2021-01-22 01:00:05,2021-01-22 23:00:11,Gulf Air,Air-Bus,On-time
4212,LHE,KHI,2020-12-02 18:04:48,2020-12-03 08:14:09,EVA Air,Air-Bus,On-time
4213,MUX,UET,2021-01-19 01:01:00,2021-01-19 12:32:41,American Airlines,Air-Bus,On-time
4214,BHV,PEW,2021-01-13 01:09:43,2021-01-13 10:48:41,Emirates,Air-Bus,On-time
4215,ISB,BHV,2021-01-17 00:37:04,2021-01-17 14:55:44,Gulf Air,Air-Bus,On-time
4218,ISB,PEW,2021-01-20 17:05:01,2021-01-21 02:17:08,IndiGo,Air-Bus,On-time
4219,GWD,PEW,2020-12-29 21:17:57,2020-12-30 15:31:49,Fly Dubai,Air-Bus,On-time
4220,PEW,GIL,2020-12-24 20:03:51,2020-12-25 06:34:52,United Airlines,Air-Bus,On-time
4223,MUX,GWD,2020-12-22 07:34:41,2020-12-22 12:23:49,Air Canada,Air-Bus,On-time
4224,GWD,PEW,2020-12-14 03:51:47,2020-12-14 11:37:51,Air China,Air-Bus,On-time
4226,PEW,PEW,2020-12-27 02:19:59,2020-12-27 21:33:18,Gulf Air,Air-Bus,On-time
4227,GRT,GWD,2020-12-07 12:25:08,2020-12-07 17:22:50,Fly Dubai,Air-Bus,On-time
4232,PEW,GRT,2020-12-23 06:03:09,2020-12-23 14:05:49,Pia,Air-Bus,On-time
4233,GWD,BHV,2020-12-08 14:37:12,2020-12-08 17:54:53,Fly Dubai,Air-Bus,On-time
4241,GWD,GIL,2021-01-13 12:48:53,2021-01-14 05:26:29,Air Blue,Air-Bus,On-time
4243,UET,KHI,2021-01-10 16:05:18,2021-01-11 06:31:57,EVA Air,Air-Bus,On-time
4244,LHE,BHV,2020-12-02 19:51:42,2020-12-03 07:56:42,Emirates,Air-Bus,On-time
4245,ISB,UET,2021-01-29 19:06:16,2021-01-30 05:23:42,Virgin Austrailia,Air-Bus,On-time
4246,GIL,ISB,2021-01-13 05:10:36,2021-01-13 12:51:54,Serene Airways,Air-Bus,On-time
4247,GRT,UET,2020-12-31 16:48:01,2021-01-01 13:45:32,Air Blue,Air-Bus,On-time
4248,GRT,MUX,2020-12-23 01:34:12,2020-12-23 12:10:20,Serene Airways,Air-Bus,On-time
4249,KHI,GIL,2020-12-28 21:28:21,2020-12-29 16:46:27,Air France,Air-Bus,On-time
4250,MUX,PEW,2020-12-29 08:50:43,2020-12-29 13:27:26,Virgin Austrailia,Air-Bus,On-time
4252,PEW,MUX,2020-12-30 13:15:36,2020-12-31 11:27:49,Air Blue,Air-Bus,On-time
4253,UET,PEW,2020-12-03 01:30:11,2020-12-03 09:05:18,Thai Airways,Air-Bus,On-time
4254,ISB,PEW,2020-12-07 13:34:35,2020-12-08 00:21:38,Fly Dubai,Air-Bus,On-time
4255,GWD,ISB,2020-12-06 14:48:03,2020-12-07 13:39:54,Etihad Airways,Air-Bus,On-time
4260,ISB,GWD,2021-01-28 10:54:55,2021-01-29 00:55:34,Thai Airways,Air-Bus,On-time
4262,UET,KHI,2020-12-15 20:50:54,2020-12-16 12:39:57,Etihad Airways,Air-Bus,On-time
4263,GWD,BHV,2020-12-25 14:09:29,2020-12-26 13:55:46,Gulf Air,Air-Bus,On-time
4264,KHI,PEW,2020-12-31 01:11:26,2020-12-31 14:38:42,Qatar Airways,Air-Bus,On-time
4265,GRT,UET,2021-01-19 23:36:49,2021-01-20 21:58:23,Fly Dubai,Air-Bus,On-time
4269,GWD,UET,2020-12-04 07:29:35,2020-12-05 01:58:14,Air France,Air-Bus,On-time
427,LHE,BHV,2021-01-07 20:49:37,2021-01-08 13:07:59,Fly Dubai,Air-Bus,On-time
4271,KHI,ISB,2020-12-15 15:43:30,2020-12-16 03:39:44,British Airways,Air-Bus,On-time
4273,GWD,GWD,2020-12-29 10:05:23,2020-12-30 07:00:21,EVA Air,Air-Bus,On-time
4274,PEW,GIL,2020-12-27 21:48:34,2020-12-28 04:16:55,Air China,Air-Bus,On-time
4276,PEW,MUX,2020-12-02 07:16:51,2020-12-02 17:32:23,United Airlines,Air-Bus,On-time
4277,MUX,LHE,2020-12-05 22:53:37,2020-12-06 12:19:39,Air Blue,Air-Bus,On-time
4280,LHE,GIL,2020-12-08 03:06:20,2020-12-08 23:55:29,Serene Airways,Air-Bus,On-time
4285,KHI,KHI,2020-12-05 09:40:35,2020-12-06 05:09:15,Serene Airways,Air-Bus,On-time
4286,LHE,BHV,2021-01-07 06:53:23,2021-01-07 09:04:37,Air France,Air-Bus,On-time
4287,UET,PEW,2021-01-09 04:08:54,2021-01-09 10:22:55,United Airlines,Air-Bus,On-time
4288,LHE,ISB,2021-01-05 04:55:30,2021-01-05 09:13:14,Singapore Airlines,Air-Bus,On-time
4289,ISB,GWD,2021-01-05 12:43:53,2021-01-06 01:29:27,American Airlines,Air-Bus,On-time
429,BHV,GWD,2020-12-11 04:37:39,2020-12-11 07:12:10,Thai Airways,Air-Bus,On-time
4290,ISB,BHV,2020-12-13 17:29:49,2020-12-14 02:56:59,American Airlines,Air-Bus,On-time
4292,UET,PEW,2020-11-30 17:50:58,2020-12-01 01:19:32,Singapore Airlines,Air-Bus,On-time
4295,GRT,ISB,2020-12-22 04:37:02,2020-12-22 18:54:52,Air France,Air-Bus,On-time
4296,BHV,GIL,2020-12-13 09:58:30,2020-12-14 01:55:22,United Airlines,Air-Bus,On-time
4297,GWD,BHV,2020-12-05 19:58:33,2020-12-06 19:07:06,Emirates,Air-Bus,On-time
4298,MUX,GRT,2020-12-01 17:18:54,2020-12-02 11:12:53,United Airlines,Air-Bus,On-time
43,UET,GRT,2020-12-02 12:30:02,2020-12-02 22:10:24,Fly Dubai,Air-Bus,On-time
4300,ISB,KHI,2021-01-05 13:20:56,2021-01-05 16:23:45,IndiGo,Air-Bus,On-time
4303,UET,KHI,2021-01-29 06:08:32,2021-01-29 09:05:28,Emirates,Air-Bus,On-time
4305,GIL,ISB,2020-12-24 08:10:26,2020-12-25 06:33:58,Air Canada,Air-Bus,On-time
4306,MUX,MUX,2020-12-21 14:48:40,2020-12-22 09:29:09,Serene Airways,Air-Bus,On-time
4307,KHI,UET,2020-12-13 03:15:46,2020-12-13 13:35:53,Thai Airways,Air-Bus,On-time
431,GRT,UET,2021-01-01 21:53:30,2021-01-02 01:35:54,EVA Air,Air-Bus,On-time
4310,KHI,GWD,2020-12-15 17:10:54,2020-12-15 20:36:35,Air China,Air-Bus,On-time
4312,BHV,KHI,2020-12-09 02:17:29,2020-12-09 11:28:30,American Airlines,Air-Bus,On-time
4314,MUX,UET,2021-01-08 15:26:25,2021-01-09 04:51:20,Turkish Airlines,Air-Bus,On-time
4316,ISB,KHI,2021-01-13 11:27:58,2021-01-13 19:08:13,Pia,Air-Bus,On-time
4317,GRT,PEW,2021-01-10 03:43:12,2021-01-11 01:30:23,American Airlines,Air-Bus,On-time
432,LHE,BHV,2020-12-07 10:26:49,2020-12-07 15:49:03,Thai Airways,Air-Bus,On-time
4321,LHE,KHI,2021-01-25 09:24:25,2021-01-26 05:45:02,Pia,Air-Bus,On-time
4323,LHE,GIL,2020-12-18 23:50:33,2020-12-19 19:22:03,Singapore Airlines,Air-Bus,On-time
4324,GRT,ISB,2021-01-10 15:05:26,2021-01-10 21:51:29,Air France,Air-Bus,On-time
4325,PEW,LHE,2021-01-15 04:00:54,2021-01-15 16:59:11,Serene Airways,Air-Bus,On-time
4331,ISB,UET,2021-01-12 20:27:30,2021-01-13 12:22:04,Singapore Airlines,Air-Bus,On-time
4334,ISB,GWD,2020-12-27 18:56:43,2020-12-27 23:33:49,Air China,Air-Bus,On-time
4335,PEW,BHV,2020-12-21 12:33:51,2020-12-21 15:11:34,Turkish Airlines,Air-Bus,On-time
4336,ISB,KHI,2020-12-17 19:13:57,2020-12-18 00:29:45,Virgin Austrailia,Air-Bus,On-time
4340,LHE,ISB,2021-01-15 14:15:01,2021-01-15 22:18:17,Turkish Airlines,Air-Bus,On-time
4341,ISB,GIL,2020-12-29 04:00:23,2020-12-30 02:15:13,Serene Airways,Air-Bus,On-time
4345,PEW,ISB,2020-12-14 14:13:06,2020-12-14 19:27:03,Emirates,Air-Bus,On-time
4349,GWD,GIL,2020-12-02 15:05:32,2020-12-03 13:37:25,Etihad Airways,Air-Bus,On-time
4350,MUX,GRT,2020-12-05 04:23:29,2020-12-05 18:39:47,EVA Air,Air-Bus,On-time
4354,LHE,BHV,2021-01-07 20:50:25,2021-01-08 03:09:16,American Airlines,Air-Bus,On-time
4355,GRT,BHV,2021-01-12 13:04:58,2021-01-13 06:41:08,Etihad Airways,Air-Bus,On-time
